순번,회사명,생산품,업종명,대표주소,전화번호,팩스번호,데이터기준일자,실측점검,품질점검
1341,(주)진영기계,진공성형기,"고무, 화학섬유 및 플라스틱 성형기 제조업 외 1 종",인천광역시 서구 오류동 1649-9번지,031-221-9975,031-358-5616,2021-06-30,,
1342,(주)진영엘디엠,EDGE,플라스틱 필름 제조업 외 1 종,"인천광역시 서구 봉수대로1532번안길 62 (금곡동, (주)인성캐스터)",032-562-1924,032-562-1944,2021-06-30,,
1343,(주)진웅,주방용및목재가구,주방용 및 음식점용 목재가구 제조업 외 1 종,"인천광역시 서구 봉수대로 163, A동 2층 (가좌동)",032-571-1054,032-571-1055,2021-06-30,,
1344,(주)진원,금형 및 사출,주형 및 금형 제조업 외 1 종,인천광역시 서구 파랑로 460 (청라동),032-582-7752,,2021-06-30,,
1345,(주)진원시스템,유압기기,유압기기 제조업,인천광역시 서구 건지로 143 (석남동),032-765-9228,032-579-9228,2021-06-30,,
1346,(주)진원정보통신,영상기기,방송장비 제조업,"인천광역시 서구 경명대로 697, 5층 (공촌동, (주)영우사옥)",032-566-1666,032-566-1665,2021-06-30,,
1347,(주)진일테크,"판스프링, 전기릴, 전선릴",금속 스프링 제조업 외 1 종,"인천광역시 서구 원창로89번길 14-20, 1층 (원창동)",032-517-9907,032-514-9908,2021-06-30,,
1348,(주)진훈,"송풍기,전동기",산업용 송풍기 및 배기장치 제조업 외 1 종,인천광역시 서구 두루물로8번길 7 (오류동),032-569-5033,032-569-5035,2021-06-30,,
1349,(주)진흥주물,자동차드럼,선철주물 주조업 외 2 종,"인천광역시 서구 원전로 27 (경서동, 9동)",032-561-8271,032-561-6607,2021-06-30,,
1350,(주)참하이테크,플라스틱성형용기,포장용 플라스틱 성형용기 제조업,인천광역시 서구 북항로245번길 24 (원창동) 외 1필지,032-247-7700,032-247-7800,2021-06-30,,
1351,(주)창영목재,표면가공목재,표면 가공 목재 및 특정 목적용 제재목 제조업,인천광역시 서구 북항로120번길 13-41 (원창동),032-575-4115,032-575-8051,2021-06-30,,
1352,(주)창화,진열대 외,날붙이 제조업,인천광역시 서구 설원로138번길 64 (대곡동),032-567-8305,032-564-2850,2021-06-30,,
1353,(주)채송화에프앤비,떡,떡류 제조업,"인천광역시 서구 봉화로108번길 17 (오류동, 공장)",032-565-6847,032-565-6843,2021-06-30,,
1354,(주)처음씨푸드,수산물가공품,기타 수산동물 가공 및 저장 처리업,인천광역시 서구 보도진로53번길 18 (가좌동),032-571-2213,032-571-2214,2021-06-30,,
1355,(주)천덕철강,구조용금속판,구조용 금속 판제품 및 공작물 제조업,인천광역시 서구 건지로153번길 46 (석남동),032-576-6675,032-576-6674,2021-06-30,,
1356,(주)천우정공,공업용나이프,톱 및 호환성 공구 제조업,"인천광역시 서구 건지로95번길 53 (석남동, (주)청우정공)",032-572-5556,032-573-5554,2021-06-30,,
1357,(주)천일화학,지은,그 외 기타 분류 안된 화학제품 제조업 외 2 종,인천광역시 서구 건지로95번길 66 (석남동),032-571-5522,032-583-8333,2021-06-30,,
1358,(주)천지테크,내연 기관용 전기장치제조업,그 외 기타 전기장비 제조업,"인천광역시 서구 가정로38번길 18, 1층 9호 (가좌동, 영창테크노타운 아파트형공장)",032-571-1633,032-571-1639,2021-06-30,,
1359,(주)첨단써키트,인쇄회로기판,경성 인쇄회로기판 제조업,"인천광역시 서구 건지로250번길 50,202호 (가좌동)",032-571-0222,032-571-0230,2021-06-30,,
1360,(주)청도목재,"조경용, 건축내장용 목재",일반 제재업 외 2 종,인천광역시 서구 보도진로53번길 8 (가좌동),032-582-4144,032-575-4422,2021-06-30,,
1361,(주)청림보드,합판,"박판, 합판 및 유사 적층판 제조업",인천광역시 서구 중봉대로286번길 13 (석남동),032-581-2100,032-582-0496,2021-06-30,,
1362,(주)청명아트텍,"가로등주, 조명타워, LED등기구,경관조명기구,투광등기구",육상 금속 골조 구조재 제조업 외 3 종,인천광역시 서구 마중3로 31 (오류동),032-569-3773,032-5659-3777,2021-06-30,,
1363,(주)청산카플링,동력전달장치,기어 및 동력전달장치 제조업 외 2 종,인천광역시 서구 보듬1로 8 (오류동),032-818-0452,032-818-0460,2021-06-30,,
1364,(주)청암이앤씨,"알루미늄 창호, PVC 창호","금속 문, 창, 셔터 및 관련제품 제조업 외 1 종",인천광역시 서구 보도진로30번길 19 (가좌동),032-574-6931,032-574-6934,2021-06-30,,
1365,(주)청우철강,"인발관, 자동차 부품",그 외 기타 금속가공업,인천광역시 서구 백범로 691 (가좌동),032-519-0411,032-519-0414,2021-06-30,,
1366,(주)청우하이드로,"펌프,버너",액체 펌프 제조업 외 2 종,"인천광역시 서구 호두산로 166 (경서동, 기숙사동)",032-561-0971,032-566-0972,2021-06-30,,
1367,(주)청원프라텍,식품용기,포장용 플라스틱 성형용기 제조업,인천광역시 서구 원창로64번길 18 (원창동),032-514-6481,032-515-5520,2021-06-30,,
1368,(주)청호산기,송풍기,산업용 송풍기 및 배기장치 제조업,인천광역시 서구 가현산로 83 (마전동),032-563-7201,032-563-7202,2021-06-30,,
1369,(주)충남글라스,판유리,기타 판유리 가공품 제조업,인천광역시 서구 중봉대로240번길 12 (석남동),032-872-5733,032-872-5734,2021-06-30,,
1370,(주)충완엔지니어링,"reactor, 교반기,net mill",그 외 기타 특수목적용 기계 제조업 외 1 종,인천광역시 서구 봉화로108번길 24-23 (오류동),032-565-9015,032-565-9018,2021-06-30,,
1371,(주)카라신,STEAM TABLE PAN,날붙이 제조업,"인천광역시 서구 검단로 167-21, 외 354번지 (오류동)",032-564-0882,032-564-0884,2021-06-30,,
1372,(주)카라인종합정비공장,"건설기계, 부품, 가공연삭",건설 및 채광용 기계장비 제조업,인천광역시 서구 원당대로 331-15 (왕길동),032-564-1516,032-564-1518,2021-06-30,,
1373,(주)캐드원,인쇄용 건조기계외,인쇄 및 제책용 기계 제조업 외 1 종,인천광역시 서구 보듬2로 24 (오류동),02-856-4111,,2021-06-30,,
1374,(주)컴인테크,인쇄회로기판,경성 인쇄회로기판 제조업,인천광역시 서구 가정로77번길 50-7 (가좌동),032-578-8664,032-572-8666,2021-06-30,,
1375,(주)케이로봇,로봇용 구동부품,산업용 로봇 제조업 외 2 종,"인천광역시 서구 로봇랜드로 155-11, 로봇타워 1504호,1505호 (청라동)",032-201-2653,050-5300-2658,2021-06-30,,
1376,(주)케이메디,마스크,기타 직물제품 제조업,인천광역시 서구 백범로910번길 66-4 (가좌동) 3층,032-577-3801,032-581-9924,2021-06-30,,
1377,(주)케이벤션,마스크,기타 직물제품 제조업,인천광역시 서구 건지로 88 (가좌동) (주)케이벤션 1층,032-571-5588,032-571-0550,2021-06-30,,
1378,(주)케이씨테크,전자부품 (실장기판),경성 인쇄회로기판 제조업,"인천광역시 서구 가좌로 54, 1층 116호 주안BT센터2차 (가좌동)",032-572-6686,032-572-6687,2021-06-30,,
1379,(주)케이앤에이치테크,"신축이음장치,교좌장치,난간,플랜트","금속 문, 창, 셔터 및 관련제품 제조업 외 2 종","인천광역시 서구 북항로177번길 22, 마동 (원창동)",032-572-3707,032-572-3706,2021-06-30,,
1380,(주)케이에스엠,메탈벨로우즈,그 외 기타 일반목적용 기계 제조업,인천광역시 서구 보듬로 116 (오류동),031-980-0148,031-982-3691,2021-06-30,,
1381,(주)케이에이치,pcb,인쇄회로기판용 적층판 제조업 외 2 종,"인천광역시 서구 가정로47번길 4, B동 1층 102 (가좌동)",032-819-0494,032-819-0495,2021-06-30,,
1382,(주)케이에이치씨,마스크,기타 직물제품 제조업,인천광역시 서구 봉수대로501번길 46 (원창동) 3층 일부,070-4217-0727,031-907-6733,2021-06-30,,
1383,(주)케이에프,"비지가루, 볶음밥",도시락류 제조업 외 1 종,인천광역시 서구 소담2로 36 (금곡동) 주식회사혜진수산,070-4150-0084,,2021-06-30,,
1384,(주)케이엔디,전자저항기,전자저항기 제조업,,032-665-2291,032-665-2291,2021-06-30,,
1385,(주)케이엔에스아이엔티,씰,그 외 기타 플라스틱 제품 제조업,"인천광역시 서구 가좌로 54, 6층 603-604 (가좌동)",032-572-2846,032-572-2848,2021-06-30,,
1386,(주)케이엠앤아이,"자동차부품(시트,의자)",자동차용 신품 의자 제조업 외 3 종,"인천광역시 서구 백범로 614 (가좌동, 고려(주)) 외 1필지",032-577-7781,032-578-0223,2021-06-30,,
1387,(주)케이엠앤아이 가좌지점,자동차용 시트,자동차용 신품 의자 제조업 외 2 종,"인천광역시 서구 백범로910번길 11, 나동/ 라동 일부 (가좌동)",032-577-7781,032-578-0222,2021-06-30,,
1388,(주)케이엠에스아이산업,냉간압연제품생산기계,그 외 기타 일반목적용 기계 제조업 외 1 종,인천광역시 서구 건지로121번길 33-7 (석남동),032-579-8552,032-571-8553,2021-06-30,,
1389,(주)케이오씨,오일여과장비,그 외 기타 일반목적용 기계 제조업 외 1 종,인천광역시 서구 보도진로42번길 13 (가좌동) 외 1필지,032-584-0291,032-584-0294,2021-06-30,,
1390,(주)케이웰,상업용주방기기,주방용 전기기기 제조업 외 1 종,인천광역시 서구 건지로97번길 33-25 (석남동),032-662-5741,032-662-5743,2021-06-30,,
1391,(주)케이테크,산업기계,"고무, 화학섬유 및 플라스틱 성형기 제조업 외 1 종",인천광역시 서구 보듬로 91 (오류동),032-813-4295,032-813-4296,2021-06-30,,
1392,(주)케이티엔씨,톱 및 호환성 공구,톱 및 호환성 공구 제조업 외 2 종,"인천광역시 서구 장고개로117번길 32-10 (가좌동, (주)케이티엔씨)",032-511-4711,032-511-5711,2021-06-30,,
1393,(주)케이티엠테크,산업용기계,금속 성형기계 제조업,인천광역시 서구 검단로92번길 14 (오류동),032-562-3944,032-562-3666,2021-06-30,,
1394,(주)케이피산업,건축배관자재부품,일반철물 제조업,인천광역시 서구 길주로45번길 16 (석남동),032-572-3811,032-572-3813,2021-06-30,,
1395,(주)케이피일렉트릭,"아모펄스 코어, 전기회로개폐 보호장치",변압기 제조업 외 1 종,인천광역시 서구 건지로 98-12 (가좌동),032-862-2121,032-862-2130,2021-06-30,,
1396,(주)코네트인더스트리,"전기청소기,공기정화기",기타 가정용 전기기기 제조업 외 1 종,"인천광역시 서구 경명대로414번길 10 (경서동, 코넷트) (총 2 필지) 외 1필지",032-567-4204,032-568-4204,2021-06-30,,
1397,(주)코딘,마스크시트,화장품 제조업,"인천광역시 서구 가남로 61, A동 2층 206,207 (가좌동, 토지산업2차 지식산업센터)",032-578-1008,02-582-7480,2021-06-30,,
1398,(주)코람코자산신탁,지식산업센터 개발 및 분양,비주거용 건물 개발 및 공급업 외 1 종,인천광역시 서구 청라동 202-5번지,02-787-0202,,2021-06-30,,
1399,(주)코레드,"분리막, 공조필터",기체 여과기 제조업 외 1 종,"인천광역시 서구 보듬로 184, A동 C동 (오류동)",02-2691-3386,02-2607-3394,2021-06-30,,
1400,(주)코르크월드,벽면녹화용 식생보드,코르크 및 조물제품 제조업,인천광역시 서구 원당대로269번길 7-2 (오류동),070-4122-0013,032-7240-0057,2021-06-30,,
1401,(주)코리아도금,"쥬얼리,구두장식 등 도금",도금업 외 1 종,"인천광역시 서구 백범로 681, 스마트테크노타워 715호 (가좌동)",032-560-0606,032-560-0607,2021-06-30,,
1402,(주)코리아베스트네트워크,"랙캐비넷,유무선통신장비",그 외 기타 분류 안된 금속 가공 제품 제조업 외 2 종,인천광역시 서구 마중로 158 (오류동),070-4467-3505,032-567-0343,2021-06-30,,
1403,(주)코리아스테이지,"무대조명기계, 플라이덕트",일반용 전기 조명장치 제조업 외 2 종,"인천광역시 서구 봉수대로 141, A동 6층 601-1 (가좌동, 현광아파트형공장)",032-584-7893,032-584-7895,2021-06-30,,
1404,(주)코리아테크보령,공장임대,비주거용 건물 임대업,인천광역시 서구 마중로 8 (오류동),032-569-0668,031-983-3087,2021-06-30,,
1405,(주)코리아테크원,스팀트랩,"탭, 밸브 및 유사장치 제조업 외 2 종",인천광역시 서구 가정로8번길 18 (가좌동),02-2668-8333,02-2668-8334,2021-06-30,,
1406,"(주)코릴(KOREEL Co.,Ltd)","호스릴,케이블릴",절연 코드세트 및 기타 도체 제조업 외 7 종,인천광역시 서구 가석로 48 (가좌동),032-584-6860,032-584-6862,2021-06-30,,
1407,(주)코맥스,"전기 집진기, 캐비닛",기체 여과기 제조업 외 1 종,인천광역시 서구 건지로250번길 50 (가좌동) 외 1필지,032-582-4237,032-572-4237,2021-06-30,,
1408,(주)코모텍,자동차범퍼금형,주형 및 금형 제조업,인천광역시 서구 열우물로 271 (가좌동) 외 2필지,032-579-2627,032-579-2631,2021-06-30,,
1409,(주)코뿔소,스텐레스 주름관,강관 가공품 및 관 연결구류 제조업 외 1 종,인천광역시 서구 보듬로 23 (오류동),032-721-8724,032-565-8725,2021-06-30,,
1410,(주)코스메틱스탠다드 아이엔티,화장품충전기기,산업처리공정 제어장비 제조업,인천광역시 서구 중봉대로240번길 18-7 (석남동),070-8738-7778,050-7351-4459,2021-06-30,,
1411,(주)코스모스,프린트 토너 카트리지,그 외 기타 플라스틱 제품 제조업 외 1 종,"인천광역시 서구 가정로37번길 45, 1층 일부/3층 일부 (가좌동)",032-544-7040,032-544-7023,2021-06-30,,
1412,(주)코스모스웨이,플라스틱마스크,그 외 기타 플라스틱 제품 제조업,"인천광역시 서구 가정로37번길 45, 3층 (가좌동)",032-555-7052,032-544-7023,2021-06-30,,
1413,(주)코아테크,플라스틱 제품,기타 기계.장비 조립용 플라스틱 제품 제조업,인천광역시 서구 도담5로 29 (오류동),032-446-1815,032-446-1817,2021-06-30,,
1414,(주)코어테크,온수매트 CONTROL,전자부품 실장기판 제조업,"인천광역시 서구 건지로 98-4, 2층 일부 (가좌동)",032-578-6946,032-579-6946,2021-06-30,,
1415,(주)코웰,"마스크팩,미스트",화장품 제조업,"인천광역시 서구 중봉대로393번길 132, 2층 (원창동)",032-579-6060,032-579-2477,2021-06-30,,
1416,(주)코코팜,보건마스크(황사마스크),그 외 기타 분류 안된 섬유제품 제조업 외 1 종,인천광역시 서구 대곡로326번길 26-1 (대곡동),032-562-8092,032-562-8093,2021-06-30,,
1417,(주)코퍼스,"목재가구, 철재가구,태양광발전",금속 가구 제조업 외 5 종,인천광역시 서구 도담5로 77 (오류동),032-582-0052,032-582-0053,2021-06-30,,
1418,(주)코페코,"베이링, 강구",구름베어링 제조업,인천광역시 서구 중봉대로286번길 17 (석남동),032-582-0943,032-582-0944,2021-06-30,,
1419,(주)콜링,마스크팩,화장품 제조업,인천광역시 서구 건지로95번길 32-3 (석남동),032-710-3869,032-710-3874,2021-06-30,,
1420,(주)콤텍,플라스틱사출,운송장비 조립용 플라스틱제품 제조업 외 1 종,인천광역시 서구 장고개로126번길 17-5 (가좌동),032-324-5668,032-326-5668,2021-06-30,,
1421,(주)쿼스,전기비데,기타 가정용 전기기기 제조업,"인천광역시 서구 건지로250번길 53, 501호 (가좌동)",032-715-7166,032-715-7188,2021-06-30,,
1422,(주)큐슈식품연구소,면류,"면류, 마카로니 및 유사식품 제조업 외 1 종","인천광역시 서구 보듬로 158, 3층 검단지식산업센터 블루텍 328호 (오류동)",,,2021-06-30,,
